#SampleID,read_length_bp,sequences_split_libraries,observations_closed_ref_greengenes,observations_closed_ref_silva,observations_open_ref_greengenes,observations_deblur_90bp
1694.St3H11.Pmoss.Jstar.16s.NoIndex.sequences,100,201126,161181,161185,200554,122923
1694.St1C7.Pmoss.Jstar.16s.NoIndex.sequences,100,98152,66536,67690,97233,39451
1694.St1C1.Pmoss.Jstar.16s.NoIndex.sequences,100,105110,73731,75334,103658,48370
1696.CT0011.3,100,31970,24239,26124,31376,17785
1696.FTA.A.24a,100,50946,39415,39918,49132,22324
1696.FTA.B.2a,100,75222,64494,65279,73936,35359
1696.VH0017A,100,62373,46751,48070,61245,33100
1696.VH0026B,100,32013,25121,26104,31182,16813
1696.VH0035A,100,40996,33091,33642,40192,21891
1696.X.C.0,100,38228,30775,31057,37872,17163
1696.X.D.0,100,31866,22702,22942,30818,13270
1702.AT1,100,94480,78244,80911,91057,48529
1702.DCF4,100,79369,67782,70209,77027,41558
1702.DCS2,100,81913,70749,73374,80196,45826
1711.KAJ3.1,151,16980,11319,12044,15704,8762
1711.KAJ7.2,151,22987,15051,16193,21161,10793
1711.KAM6.3,151,52638,32787,35801,47752,24882
1713.McG.L3B1020,151,17435,12465,13289,16409,8825
1713.McG.L2K210,151,17394,11086,12280,16042,7929
1713.McG.L1N02,151,22492,14824,15839,19950,10192
1714.McG.PC210,151,36717,26590,28737,34474,18415
1714.McG.LB210,151,26836,18198,19508,25019,13148
1714.McG.OPC210,151,33672,21163,22701,30068,15698
1715.McG.NQ3,151,23564,14711,15986,20544,10446
1715.McG.NQ2,151,21734,14000,15099,19332,10066
1715.McG.NN1,151,21270,14468,15484,19379,10196
1716.McG.PAPrS02,151,27607,16308,18105,24219,12165
1716.McG.PAPrS06,151,21171,13470,14747,18791,9935
1716.McG.PAPrS38,151,19983,12257,13666,17798,9067
1717.KBC4.experimental.plot,151,23221,16652,17621,21215,11735
1717.36L.low.fertilizer,151,30006,19403,21327,27672,15781
1717.32.high.fertilizer,151,23484,16538,17736,22108,13301
1721.B16M,138,56610,46973,48802,56423,43856
1721.B3T,138,35616,30440,33020,35505,27145
1721.S9M,138,124412,93862,99748,122964,62153
1721.BMC.8.5T.2.1,138,247005,198316,206968,243002,105865
1734.BD.ERD506,100,150105,144207,144599,149385,88760
1734.BD.ERD507,100,91517,75371,77929,90515,59191
1734.BD.NBS1055,100,76217,51526,54304,75025,49104
1734.LD.Glosor1,100,85587,82881,83234,85293,68841
1734.LD.NBS1051F,100,87312,67017,67599,86869,51088
1734.LD.NBS1069E,100,87193,81408,80655,86165,62859
1734.LD.NBS1079E,100,94213,63543,71349,93009,58802
1736.Y43b.0811,100,130517,106497,109505,129811,61123
1736.R3.0410,100,60366,50493,51828,60011,30259
1736.R19.0510,100,125901,105136,108336,125355,63904
1736.B34.0710,100,173420,149196,154107,172529,84155
1736.B28b.1110,100,36703,30089,31882,36495,18636
1736.Y2b.0911,100,193986,155984,161591,192390,88916
1736.O38.0711,100,210735,169174,174105,209561,97222
1736.B17.0609,100,80882,66996,69438,80212,40514
1747.200080.92812.saliva,151,93159,62774,66141,87370,50381
1747.200080.92812.skin,151,31830,23898,24291,27988,15330
1747.200188.saliva,151,65352,17840,18171,28341,12422
1747.200197.fecal,151,35261,31495,31673,33425,23998
1747.200197.holding.pen2.dirt.plant.matter,151,69100,40066,40238,46595,29707
1747.200197.holding.pen2.straw,151,69897,29486,29859,39422,20367
1747.207507.10512.fecal,151,49826,42404,42979,47674,32379
1747.207507.10512.skin,151,56150,44342,44920,49811,30970
1747.209107.holding.pen.A.debris,151,59579,27396,28753,43129,19513
1747.209107.saliva,151,34683,21923,22288,26554,18653
1747.212070.holding.pen.B.debris,151,52351,11917,12016,19164,7669
1747.907019.exhibit.dirt.plant,151,257544,116264,117818,157813,77442
1747.992319.skin,151,49362,34461,36135,43610,25130
1747.992491.skin,151,77776,46571,47375,67752,32346
1747.992495.skin,151,36384,31812,32410,34231,23806
1747.buru.991965.fecal,151,55333,44757,47128,53361,37723
1747.c.v.v.2011008.body,151,49836,12285,12578,18220,8487
1747.c.v.v.2011009.body,151,72476,64753,64879,68739,48352
1747.c.v.v.2011012.oral,151,50704,40716,42006,47911,35551
1747.DZF.5302012.RJ.flick,151,22571,15559,15165,20319,12914
1747.DZF.612012.C.water,151,57828,36628,36622,55218,40109
1747.DZF.612012.C.window,151,22604,10518,10959,13697,7771
1747.DZF.612012.RJ.front.rock.ledge,151,112479,35009,32166,58507,26889
1747.DZF.612012.RJ.soil,151,76231,54999,52419,71954,44058
1747.DZF.6132012.TJ.back.rock.wall,151,21507,12816,13473,18042,11464
1747.DZF.6132012.TJ.center.basking.rock,151,43410,30590,31579,40438,24625
1747.DZF.6132012.TJ.door,151,24301,11331,11934,15240,9197
1747.DZF.6132012.TJ.exhibit.glass,151,33983,23820,24501,29023,17282
1747.DZF.6132012.TJ.holding.floor,151,85264,69436,69823,80650,50654
1747.DZF.6132012.TJ.holding.wall,151,86303,64381,65571,79849,44628
1747.DZF.6132012.TJ.log,151,61574,41929,43476,55772,33839
1747.DZF.6132012.TJ.log.by.shift,151,83294,59823,61421,78854,49888
1747.DZF.6132012.TJ.ponytail.palm.tree,151,44784,25887,28976,36338,20717
1747.DZF.6132012.TJ.shelf,151,54006,41772,42728,51393,31569
1747.DZF.6132012.TJ.side.basking.rock,151,61435,42072,43629,55729,33445
1747.DZF.6132012.TJ.sunken.tree.stump,151,70386,43395,45368,57826,34291
1747.DZF.6132012.TJ.tree.in.central.planter.leaves,151,38948,28291,28901,34388,20856
1747.DZF.6202012.KK.water,151,59207,43718,46712,55846,35706
1747.DZF.6202012.RJ.back.rock.ledge,151,71188,52943,50242,67074,40488
1747.DZF.6202012.RJ.front.ledge,151,71027,53182,49383,67203,41715
1747.DZF.6202012.RJ.glass.window,151,65566,45255,43462,57379,34738
1747.DZF.6202012.RJ.log,151,119039,76454,72821,97171,57184
1747.DZF.6202012.RJ.metal.door.on.N.side,151,40701,29003,30116,37045,20490
1747.DZF.6202012.RJ.metal.entry.door,151,66838,33001,31409,43824,24008
1747.DZF.6202012.RJ.plant,151,46158,37692,37031,43197,28405
1747.DZF.6202012.RJ.rock.wall,151,41951,26956,26090,33408,19911
1747.DZF.6202012.RJ.soil,151,91127,70042,67886,86411,52243
1747.DZF.6202012.RJ.soil.under.basking.site,151,63669,45606,43031,56610,33199
1747.DZF.6252012.A.concrete.wall,151,31920,20057,20468,24388,14381
1747.DZF.6252012.A.log,151,71469,52671,55039,65858,34370
1747.DZF.6252012.A.metal.wall,151,62726,47855,49277,57975,31609
1747.DZF.6252012.A.plastic.hide.box,151,91370,15827,16116,29849,10340
1747.DZF.6252012.A.shipping.box,151,72753,34349,35035,42426,22308
1747.DZF.6252012.A.water.bowl,151,60863,47296,49730,57798,37841
1747.DZF.6272012.KK.concrete.wall,151,46739,35979,36975,41759,25266
1747.DZF.6272012.KK.log,151,83641,49514,51616,75972,33975
1747.DZF.6272012.KK.metal.wall,151,59504,44822,44830,52866,30377
1747.DZF.6272012.KK.mulch.substrate,151,40634,29224,30463,38467,21488
1747.DZF.6272012.KK.plastic.hide.tub,151,82268,69619,70284,77723,50755
1747.DZF.652012.C.drool,151,18869,12174,12355,13422,9121
1747.DZF.672012.KK.fecal,151,41727,38467,38532,40246,31821
1747.hi.five.23569.oral,151,99248,45773,47446,82101,54526
1747.jordy.409305.forehead,151,17249,11118,11651,14843,7874
1747.L00376.81512.back,151,20961,13430,14691,17348,9088
1747.L00376.81812.drool1,151,33820,20191,21058,24076,15798
1747.L00376.81812.feces,151,53811,43506,43700,51202,35310
1747.ocher.23292.oral,151,50656,33834,34835,40824,29450
1747.RGZ.7172012.H.saliva,151,64245,33121,35352,57230,39700
1747.RGZ.7172012.NN.saliva,151,62625,50357,51339,58247,35567
1747.rinca.51.101212,151,47160,39816,39953,45438,34082
1747.Sanchez.72612.saliva2,151,35730,26705,27566,33287,20240
1747.slasher.29.101112,151,86888,72542,72223,82572,52903
1747.slasher.31.101112,151,25891,17241,17470,19251,13089
1747.slasher.33.101112,151,80948,48109,47775,57909,35807
1747.slasher.35.101112,151,65635,54277,54021,62243,39793
1747.szelma.992677.fecal,151,45902,41727,29897,44638,33367
1747.Teman.72612.saliva1,151,47172,35370,36046,42083,28117
1747.Teman.72612.saliva2,151,67417,54066,55261,63348,42649
1747.v.indicus.58.oral,151,85483,27643,27525,80147,58215
1748.4.24.12.FR.14.D,100,234646,216897,217635,232778,143436
1748.5.15.12.FI.10.D,100,108079,102493,103230,105931,60400
1748.5.15.12.FI.10.V,100,85482,70510,71164,75343,40926
1748.5.15.12.FI.11.D,100,42829,21822,22030,26678,14927
1748.5.15.12.FI.11.V,100,72697,23262,23086,29358,17028
1748.5.15.12.FI.13.D,100,66236,40955,41243,46136,26650
1748.5.15.12.FI.15.D,100,71416,34627,34963,41365,23962
1748.5.15.12.FI.16.V,100,63680,21923,22058,29610,14493
1748.5.15.12.FI.17.D,100,101121,68291,68763,74248,42092
1748.5.15.12.FI.18.D,100,129305,75307,76092,81745,56322
1748.5.15.12.FI.19.V,100,163364,41493,41979,47097,28267
1748.5.15.12.FI.20.V,100,200282,88464,88855,95530,57975
1748.5.15.12.FI.21.V,100,97572,60675,61027,64541,40857
1748.5.15.12.FI.25.V,100,157505,48986,49364,80731,34767
1748.5.15.12.FI.5.V,100,168452,134598,135334,162304,81494
1748.5.15.12.FI.9.V,100,92930,75497,76118,80426,44107
1748.5.18.12.R.10.V,100,56421,34887,35022,52581,22217
1748.5.18.12.R.13.D,100,32784,30208,30276,32317,21921
1748.5.18.12.R.13.V,100,94288,91069,91560,93765,58055
1748.5.18.12.R.5.V,100,40823,35493,35727,36581,23461
1748.5.18.12.R.8.D,100,137541,130855,131536,136034,79343
1748.5.30.12.P.13.V,100,118321,108259,109273,117071,72725
1748.5.30.12.P.14.D,100,95936,85553,86434,94835,60807
1748.5.30.12.P.22.D,100,292915,273794,275633,290833,179303
1748.5.30.12.P.4.D,100,121844,118135,118613,121222,80519
1748.6.15.12.I.10.V,100,88690,85196,85385,88246,57251
1748.6.15.12.I.5.D,100,128011,123753,124072,127372,80996
1748.6.15.12.I.6.V,100,146519,133456,134332,145465,90883
1748.BALNK8,100,50148,49120,49161,49912,34204
1773.Zono.capensis2.gizz,141,29063,18001,19432,27317,14925
1773.Zono.capensis2.ugi,141,25532,11489,13115,24883,12968
1773.Salt.max4.gizz,141,32617,28921,29181,32221,17002
1773.Salt.max4.ugi,141,26012,11777,14182,25575,13076
1773.Rhamp.carbo3.gizz,141,40516,33896,34502,39879,22801
1773.Rhamp.carbo3.ugi,141,38424,25663,26889,37808,20330
1773.Columb.passer1.crop,141,70587,47544,55163,69782,46263
1773.Columb.passer1.ugi,141,27574,26093,26213,27399,18458
1773.Columb.passer2.crop,141,49841,11643,11983,48982,31415
1773.Columb.passer2.ugi,141,57493,20684,21815,56570,36044
1773.Columb.passer3.gizz.ugi,141,79237,28145,31941,78155,49077
1773.Salt.max1.gizz,141,47044,36651,37814,45171,28145
1773.Columb.passer4.crop,141,72544,25112,27791,71158,43055
1773.Columb.passer4.gizz,141,31307,14186,16202,30818,16325
1773.Columb.passer5.gizz,141,80807,24381,27150,78709,43314
1773.Columb.passer5.ugi,141,55007,22463,26023,53953,32314
1773.Columb.passer6.crop,141,62163,21810,22480,61350,39491
1773.Columb.passer6.gizz,141,38256,15057,16521,37576,21184
1773.Columb.passer6.lgi,141,49885,29428,31329,49260,31478
1773.Columb.passer7.gizz,141,35681,19916,21232,35170,17010
1773.Columb.passer7.ugi,141,36782,24763,25983,36105,19820
1773.Salt.max1.lgi,141,32499,29789,29787,32251,22501
1773.Columb.passer8.crop,141,64419,24982,28909,63624,40108
1773.Columb.passer8.gizz,141,79183,31236,32444,77869,48061
1773.Columb.passer8.lgi,141,32200,24134,25002,31726,19255
1773.Columb.passer9,141,46342,17997,19775,45566,27574
1773.Platy.flav1.gizz,141,31205,29720,29817,30982,21672
1773.Platy.flav1.ugi,141,33337,29262,29794,33048,21823
1773.Columb.passer10.crop,141,206437,110571,113914,204545,130239
1773.Columb.passer10.gizz,141,194446,104189,109054,191586,117263
1773.Columb.passer10.ugi,141,160394,95050,104826,158215,86451
1773.Thraupis.gauco1.gizz,141,149372,138972,139735,148095,99934
1773.Thraupis.gauco1.ugi,141,149307,123498,125366,147647,92913
1773.Thraupis.palm1.gizz,141,142621,70871,81601,140759,74043
1773.Thraupis.palm1.ugi,141,159032,102076,110381,157009,91492
1773.Chirox.lance1.ugi,141,133110,66839,72310,130333,67352
1773.Chirox.lance2.gizz,141,145377,69188,77466,141783,75156
1773.Chirox.lance2.ugi,141,151320,130522,132708,148570,95903
1773.Platy.flav2.gizz,141,37826,30254,31043,36964,20879
1773.Thraupis.gauco2,141,147351,40458,46852,145759,79486
1773.Rhamp.carbo1.ugi,141,25820,24399,24509,25639,17472
1773.Platy.flav2.ugi,141,31424,15041,17095,30963,16010
1773.Thraupis.gauco3.gizz,141,115392,94594,96375,114266,72296
1773.Thraupis.gauco3.lgi,141,170999,111077,117898,169023,94922
1773.Chirox.lance3.gizz,141,141816,84126,94160,129187,72590
1773.Salt.max2.gizz,141,34521,31835,32033,34236,23209
1773.Salt.max2.ugi,141,30894,20055,21509,30488,17366
1773.Turdus.oliv1.gizz,141,36387,33084,33426,36022,24143
1773.Turdus.oliv1.ugi,141,36761,31470,32203,36396,23512
1773.Rhamp.carbo2.gizz,141,31734,22806,23875,31235,18197
1773.Columb.talpa1.crop,141,72250,31161,32544,71412,45890
1773.Columb.talpa1.gizz,141,45414,15445,16555,43971,19098
1773.Columb.talpa1.ugi,141,49124,27545,29335,48091,26461
1773.Columb.talpa2.crop,141,34350,30045,30083,33894,20783
1773.Rhamp.carbo2.ugi,141,33110,28252,28675,32683,21049
1773.Columb.talpa2.gizz,141,35287,17426,18715,34124,13463
1773.Columb.talpa2.ugi,141,31362,19475,20047,30474,14017
1773.Columb.talpa3.gizz,141,29453,13758,15388,28668,12996
1773.Columb.talpa4.crop,141,59288,42246,45474,58357,36780
1773.Rhamp.carbo2.lgi,141,29948,16858,18427,29537,16012
1773.Columb.talpa4.gizz,141,38807,24069,26034,37993,19747
1773.Columb.talpa4.ugi,141,37447,19982,21325,36332,16424
1773.Columb.talpa4.lgi,141,42372,18427,20026,40860,16540
1773.Columb.talpa5.crop,141,65199,34909,37736,64450,40785
1773.Columb.talpa5.gizz,141,28195,14508,16512,27607,14028
1773.Columb.talpa6.crop,141,60604,45291,45813,59984,37883
1773.Salt.max3.gizz,141,37458,33760,34043,37095,19383
1773.Salt.max3.ugi,141,24838,11082,13032,24444,11900
1773.Zono.capensis1.gizz,141,44180,26098,27831,42197,19344
1773.Zono.capensis1.ugi,141,28511,13526,15856,28109,14527
1773.Zono.capensis1.lgi,141,34492,17825,19786,33748,17901
1774.10BI,100,42330,37626,38219,41632,21412
1774.10Fecal22.10.09,100,58051,52101,53381,57260,34725
1774.12Fecal23.10.09,100,50027,40707,41866,48164,26242
1774.139.Oral.Puer,100,26217,20577,20669,24275,12543
1774.16.Inte.Puer,100,21800,19971,20248,21568,12013
1774.165.Inte.Puer,100,32156,29851,30054,31947,20221
1774.16Oral22.10.09,100,47069,43958,44206,46648,26038
1774.208.Skin.Puer,100,65520,61845,62213,64886,39636
1774.20BI22.10.09,100,27168,22505,22898,25609,11749
1774.227.Oral.Puer,100,30930,29455,29596,30643,18107
1774.241.Skin.Puer,100,68380,60721,61987,65939,34935
1774.257.Skin.Puer,100,22644,20415,20701,22203,12561
1774.276.Oral.Puer,100,32743,31392,31541,32468,21816
1774.305.Skin.Puer,100,30810,24221,24453,29064,16482
1774.314.Vagi.Puer,100,40026,36248,37410,39539,23704
1774.34.Oral.Puer,100,73106,67108,67712,71649,42923
1774.34BI23.10.09,100,34354,30535,31230,33601,15686
1774.357.Inte.Puer,100,61551,59640,59643,61228,44687
1774.35Fecal23.10.09,100,42355,38603,39069,42000,24517
1774.375.Oral.Puer,100,38097,36733,36873,37945,23094
1774.42BI23.10.09,100,42478,37240,38224,41460,19317
1774.459.Skin.Puer,100,61143,57112,58709,60715,38661
1774.462.Inte.Puer,100,32947,30923,31136,32420,19798
1774.48Oral23.10.09,100,44540,40983,41496,44145,25783
1774.497.Skin.Puer,100,35409,32080,32362,34653,20335
1774.4BI22.10.09,100,44583,39982,40529,43323,23740
1774.525.Skin.Puer,100,76010,68930,69596,72825,47703
1774.53Fecal23.10.09,100,32422,29952,30203,32067,19052
1774.60Nasal24.10.09,100,25732,23240,23592,25349,13848
1774.61Vaginal24.10.09,100,36259,30161,32012,35873,21461
1774.64.Skin.Puer,100,54819,52002,52501,54493,33347
1774.64Oral24.10.09,100,33033,31421,31576,32848,21428
1774.67Oral24.10.09,100,40646,37741,38406,40212,22355
1774.7.Oral.Puer,100,22695,19508,19746,22479,12391
1774.L507.Vagi.Puer,100,32904,30653,30792,32262,21914
1774.L514.Oral.Puer,100,25373,24574,24681,25260,16652
1774.L603.Oral.Puer,100,40080,37520,37827,39691,23315
1883.2009.322.Crump.Artic.LTREB.main.lane3.NoIndex,138,100363,65223,70384,95147,43405
1883.2009.267.Crump.Artic.LTREB.main.lane2.NoIndex,138,77105,44100,47787,74072,32657
1883.2008.294.Crump.Artic.LTREB.main.lane2.NoIndex,138,107147,70217,74571,102457,41686
1883.2008.283.Crump.Artic.LTREB.main.lane2.NoIndex,138,79648,54645,58190,77412,39184
1883.2008.145.Crump.Artic.LTREB.main.lane2.NoIndex,138,136244,75746,82931,128663,62888
1883.2007.101.Crump.Artic.LTREB.main.lane2.NoIndex,138,150310,99494,106510,144049,66301
1883.2011.563.Crump.Artic.LTREB.main.lane3.NoIndex,138,41108,28559,29058,40525,23583
1883.2011.541.Crump.Artic.LTREB.main.lane3.NoIndex,138,116504,69879,74840,111349,58727
1883.2011.537.Crump.Artic.LTREB.main.lane3.NoIndex,138,140211,110163,113508,135127,64750
1883.2011.531.Crump.Artic.LTREB.main.lane4.NoIndex,138,104741,65570,71309,97916,41358
1883.2011.497.Crump.Artic.LTREB.main.lane4.NoIndex,138,96699,83856,85761,95392,52987
1883.2011.486.Crump.Artic.LTREB.main.lane4.NoIndex,138,118455,78976,84147,111651,45604
1883.2011.297.Crump.Artic.LTREB.main.lane4.NoIndex,138,230249,164704,174874,219388,99781
1883.2010.224.Crump.Artic.LTREB.main.lane3.NoIndex,138,250875,155714,159605,246343,124731
1883.2010.316A.Crump.Artic.LTREB.main.lane3.NoIndex,138,102921,62096,66037,98514,47225
1883.2008.311.Crump.Artic.LTREB.main.lane2.NoIndex,138,73896,50876,53823,70508,30525
1883.2008.301.Crump.Artic.LTREB.main.lane2.NoIndex,138,96354,60278,64801,94326,44836
1883.2008.129.Crump.Artic.LTREB.main.lane2.NoIndex,138,81027,57293,60837,77685,33814
1883.2008.124.Crump.Artic.LTREB.main.lane2.NoIndex,138,89026,62625,66048,85578,34780
1883.2008.41.Crump.Artic.LTREB.main.lane2.NoIndex,138,240452,133626,144606,226143,93279
1883.2007.379.Crump.Artic.LTREB.main.lane2.NoIndex,138,116423,57481,65050,109494,54722
1883.2007.109.Crump.Artic.LTREB.main.lane2.NoIndex,138,94777,52638,56819,92578,44576
1883.2007.075.Crump.Artic.LTREB.main.lane1.NoIndex,138,83933,61582,64759,82497,46171
1883.2007.243.Crump.Artic.LTREB.main.lane2.NoIndex,138,112373,74474,79173,108750,48075
1883.2011.54.Crump.Artic.LTREB.main.lane3.NoIndex,138,148069,101620,108295,142483,68894
1883.2011.527.Crump.Artic.LTREB.main.lane4.NoIndex,138,97033,63512,68121,92878,42566
1883.2011.499.Crump.Artic.LTREB.main.lane4.NoIndex,138,81624,67906,71711,79895,44289
1883.2011.362.Crump.Artic.LTREB.main.lane4.NoIndex,138,118498,69225,72212,112052,47194
1883.2010.21.Crump.Artic.LTREB.main.lane3.NoIndex,138,241930,98353,106275,224108,93556
1883.2008.307.Crump.Artic.LTREB.main.lane2.NoIndex,138,89957,55869,58924,88136,43886
1883.2008.276.Crump.Artic.LTREB.main.lane2.NoIndex,138,92186,49007,54592,86645,44106
1883.2008.151.Crump.Artic.LTREB.main.lane2.NoIndex,138,107237,72104,76125,104661,51571
1883.2008.146.Crump.Artic.LTREB.main.lane2.NoIndex,138,108073,60316,67495,102745,50567
1883.2008.103.Crump.Artic.LTREB.main.lane2.NoIndex,138,144147,98204,104220,138141,62314
1883.2007.375.Crump.Artic.LTREB.main.lane2.NoIndex,138,115570,69205,73845,110005,53575
1883.2007.362.Crump.Artic.LTREB.main.lane2.NoIndex,138,83966,46862,51801,79856,41048
1883.2007.194.Crump.Artic.LTREB.main.lane2.NoIndex,138,105577,70099,73976,102382,44919
1883.2007.111.Crump.Artic.LTREB.main.lane2.NoIndex,138,126944,85944,92424,121856,52933
1883.2007.279.Crump.Artic.LTREB.main.lane2.NoIndex,138,101941,84008,85392,100239,55773
1883.2003.228.Crump.Artic.LTREB.main.lane4.NoIndex,138,111886,79553,81548,107502,50375
1883.2011.534.Crump.Artic.LTREB.main.lane4.NoIndex,138,72703,60135,62858,71485,38725
1883.2011.532.Crump.Artic.LTREB.main.lane4.NoIndex,138,173795,119616,128395,165041,72080
1883.2011.493.Crump.Artic.LTREB.main.lane4.NoIndex,138,108647,91309,92367,106952,58889
1883.2011.314.Crump.Artic.LTREB.main.lane4.NoIndex,138,101106,50476,52844,97346,42727
1883.2011.203.Crump.Artic.LTREB.main.lane4.NoIndex,138,76123,45298,47200,73776,35208
1883.2011.112.Crump.Artic.LTREB.main.lane3.NoIndex,138,99648,64695,67522,97822,52660
1883.2011.545.Crump.Artic.LTREB.main.lane3.NoIndex,138,98192,64770,67675,95468,51830
1883.2009.334.Crump.Artic.LTREB.main.lane3.NoIndex,138,65797,47090,49534,65056,44104
1883.2008.342.Crump.Artic.LTREB.main.lane2.NoIndex,138,98043,65686,70933,94295,41964
1883.2008.329.Crump.Artic.LTREB.main.lane2.NoIndex,138,88078,57987,61965,83199,38617
1883.2008.142.Crump.Artic.LTREB.main.lane2.NoIndex,138,121827,69110,75597,115519,55695
1883.2008.127.Crump.Artic.LTREB.main.lane2.NoIndex,138,138688,89754,95530,133366,55074
1883.2008.115.Crump.Artic.LTREB.main.lane2.NoIndex,138,113149,75111,81021,108876,46066
1883.2008.091.Crump.Artic.LTREB.main.lane2.NoIndex,138,74076,49817,53373,73073,39085
1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex,138,103491,55488,60840,97498,47822
1883.2007.214.Crump.Artic.LTREB.main.lane2.NoIndex,138,111238,73064,77579,107451,46026
1883.2007.21.Crump.Artic.LTREB.main.lane2.NoIndex,138,128498,80924,85783,123929,55206
1883.2007.1.Crump.Artic.LTREB.main.lane2.NoIndex,138,139979,94502,100695,133734,60593
1883.2011.533.Crump.Artic.LTREB.main.lane4.NoIndex,138,76335,62087,64560,75060,40406
1883.2011.501.Crump.Artic.LTREB.main.lane4.NoIndex,138,78947,65564,69148,77345,42623
1883.2010.294A.Crump.Artic.LTREB.main.lane3.NoIndex,138,123893,81056,86662,116949,50258
1883.2009.148.Crump.Artic.LTREB.main.lane3.NoIndex,138,79026,51885,58949,77057,42036
1883.2009.147.Crump.Artic.LTREB.main.lane3.NoIndex,138,59369,35387,38887,57222,28850
1883.2008.308.Crump.Artic.LTREB.main.lane2.NoIndex,138,86868,54787,57413,85705,47958
1883.2008.281.Crump.Artic.LTREB.main.lane2.NoIndex,138,82497,49577,54240,79643,41095
1883.2008.147.Crump.Artic.LTREB.main.lane2.NoIndex,138,83101,46090,51735,79329,39068
1883.2008.128.Crump.Artic.LTREB.main.lane2.NoIndex,138,82179,56448,59887,78733,34603
1883.2002.042.Crump.Artic.LTREB.main.lane1.NoIndex,138,121471,66637,68527,116204,57192
1883.2011.544.Crump.Artic.LTREB.main.lane3.NoIndex,138,81616,57414,59974,79563,40097
1883.2011.536.Crump.Artic.LTREB.main.lane3.NoIndex,138,106840,76048,77128,105493,62947
1883.2011.524.Crump.Artic.LTREB.main.lane4.NoIndex,138,113437,68847,74960,106786,48231
1883.2011.494.Crump.Artic.LTREB.main.lane4.NoIndex,138,35493,27088,27783,34889,20510
1883.2011.491.Crump.Artic.LTREB.main.lane4.NoIndex,138,79152,63717,64458,78116,44084
1883.2011.485.Crump.Artic.LTREB.main.lane4.NoIndex,138,82922,71068,72821,81748,45371
1883.2011.553.Crump.Artic.LTREB.main.lane1.NoIndex,138,78976,57587,60146,74492,33714
1883.2011.552.Crump.Artic.LTREB.main.lane1.NoIndex,138,95399,68597,72260,90510,42057
1883.2010.302A.Crump.Artic.LTREB.main.lane3.NoIndex,138,69544,49247,50484,66613,29995
1883.2010.299B.Crump.Artic.LTREB.main.lane3.NoIndex,138,98323,65787,69627,91600,41085
1883.2008.298.Crump.Artic.LTREB.main.lane2.NoIndex,138,95082,66756,69590,93503,49874
1883.2008.143.Crump.Artic.LTREB.main.lane2.NoIndex,138,110600,54436,60911,104183,52817
1883.2008.081.Crump.Artic.LTREB.main.lane2.NoIndex,138,75337,42050,43385,74167,40562
1883.2007.369.Crump.Artic.LTREB.main.lane2.NoIndex,138,95490,53063,58076,90266,45550
1883.2007.366.Crump.Artic.LTREB.main.lane2.NoIndex,138,111997,62489,68998,106158,54009
1883.2007.242.Crump.Artic.LTREB.main.lane2.NoIndex,138,102994,76573,79643,100446,48268
1883.2011.539.Crump.Artic.LTREB.main.lane3.NoIndex,138,121127,89800,94439,118366,69056
1883.2011.538.Crump.Artic.LTREB.main.lane3.NoIndex,138,132838,99906,101780,131234,77607
1883.2011.298.Crump.Artic.LTREB.main.lane4.NoIndex,138,92237,68071,72154,89226,44039
1883.2009.315.Crump.Artic.LTREB.main.lane3.NoIndex,138,134056,90972,97538,127630,57812
1883.2008.269.Crump.Artic.LTREB.main.lane2.NoIndex,138,127752,86445,92156,126314,77249
1883.2008.161.Crump.Artic.LTREB.main.lane2.NoIndex,138,103096,61217,65662,99665,53426
1883.2008.093.Crump.Artic.LTREB.main.lane2.NoIndex,138,89485,57277,62291,87945,45536
1883.2008.086.Crump.Artic.LTREB.main.lane2.NoIndex,138,150362,105669,111128,144552,59380
1883.2007.255.Crump.Artic.LTREB.main.lane2.NoIndex,138,90027,59613,64231,86564,39945
1883.2006.027.Crump.Artic.LTREB.main.lane1.NoIndex,138,88518,64871,65904,87455,55429
1883.2011.56.Crump.Artic.LTREB.main.lane3.NoIndex,138,63140,49893,52148,61322,34857
1883.2011.498.Crump.Artic.LTREB.main.lane4.NoIndex,138,76434,57856,60130,73634,33147
1883.2011.495.Crump.Artic.LTREB.main.lane4.NoIndex,138,68757,59761,60990,67830,37483
1883.2011.292.Crump.Artic.LTREB.main.lane4.NoIndex,138,73709,48600,51048,71794,35575
1883.2010.314B.Crump.Artic.LTREB.main.lane3.NoIndex,138,104551,68729,73530,97967,41459
1883.2009.158.Crump.Artic.LTREB.main.lane3.NoIndex,138,78359,50296,54189,74623,35478
1883.2009.1.Crump.Artic.LTREB.main.lane3.NoIndex,138,70439,53039,54278,69202,38396
1883.2008.31.Crump.Artic.LTREB.main.lane2.NoIndex,138,109324,71649,76269,104665,45699
1883.2008.144.Crump.Artic.LTREB.main.lane2.NoIndex,138,91996,60421,65166,88829,44225
1883.2007.368.Crump.Artic.LTREB.main.lane2.NoIndex,138,123209,68616,74878,116206,59274
1883.2007.352.Crump.Artic.LTREB.main.lane2.NoIndex,138,135991,93980,100224,130680,60151
1883.2007.092.Crump.Artic.LTREB.main.lane1.NoIndex,138,109491,73235,78814,105142,46660
2080.S71D4336,151,36016,25803,26362,34249,22401
2080.S71D350.400,151,32299,26867,27730,30892,17518
2080.S54D2585,151,30410,25424,25952,28727,18052
